,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simulation results - disaggregated. Individual dwelling simulations are listed below in sequential order (dwelling 1 first, then dwelling 2 etc.) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwelling index,Date,Time,Occupancy,Activity,Lighting demand,Appliance demand,"Casual thermal gains from occupants, lighting and appliances",Outdoor temperature,Outdoor global radiation (horizontal),Passive solar gains,Primary heating system thermal output,External building node temperature,Internal building node temperature,Hot water demand (litres),Hot water temperature in hot water tank,Space heating timer settings,Hot water heating timer settings,Heating system switched on,Hot water heating required,Emitter temperature,Radiation incident on PV array,PV output,Net dwelling electricity demand,Heat output from primary heating system to space,Heat output from primary heating system to hot water,Fuel flow rate (gas),Solar power incident on collector,Solar thermal collector control state,Solar thermal collector temperature,Heat gains to cylinder from solar thermal collector,Dwelling self-consumption,Space cooling timer settings,Cooling system switched on,Cooling output from cooling system to space,Cooler Emitter temperature,Heating Thermostat Set Point,Cooling Thermostat Set Point,Electricity used by cooling system,Electricity used by heating system
,,,,,Plight,Pa,θc,θo,Go,φs,φh,θb,θi,,θcyl,,,,,θem,Gi,Ppv,Pnet,"φh, space","φh, water",mfuel,,,θcollector,φcollector,Pself,,,"φh, space",θem,θem,θem,,
,,,,,W,W,W,°C,Wm-2,W,W,°C,°C,ltr.min-1,°C,,,,,°C,Wm-2,W,W,W,W,m3/h,W,,°C,W,kWh,,,W,°C,°C,°C,W,W
1,2015-01-01 00:00:00,00:08:00,2,0,0,63,218.2,2.9980048282569607,0,0,0,17.260096649712317,19.74595393982323,0,60.34098429251796,0,0,0,0,20.64559887204933,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.848259166693648,20,25,0,0
1,2015-01-01 00:00:00,00:09:00,2,0,0,63,218.2,2.990995425961552,0,0,0,17.25727316496106,19.646440330031233,0,60.3340251444575,0,0,0,0,20.61499870428654,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.74595393982323,20,25,0,0
1,2015-01-01 00:00:00,00:10:00,2,0,0,63,218.2,2.9824860236661435,0,0,0,17.254383819237624,19.549605929709823,0,60.327050129917886,0,0,0,0,20.582054541896902,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.646440330031233,20,25,0,0
1,2015-01-01 00:00:00,00:11:00,2,0,0,63,218.2,2.9737266213707345,0,0,0,17.251430374085086,19.4553495329377,0,60.32005971091213,0,0,0,0,20.54693724216265,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.549605929709823,20,25,0,0
1,2015-01-01 00:00:00,00:12:00,2,0,0,63,218.2,2.9642172190753255,0,0,0,17.248414365590044,19.36357182896917,0,60.31305433202448,0,0,0,0,20.509808408515543,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.4553495329377,20,25,0,0
1,2015-01-01 00:00:00,00:13:00,2,0,0,63,218.2,2.954957816779917,0,0,0,17.24533757585351,19.27418266966299,0,60.30603442073824,0,0,0,0,20.470820769755463,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.36357182896917,20,25,0,0
1,2015-01-01 00:00:00,00:14:00,2,0,0,63,218.2,2.950198414484508,0,0,0,17.24220305714524,19.18711647065323,0,60.299000389009485,0,0,0,0,20.430118793561842,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.27418266966299,20,25,0,0
1,2015-01-01 00:00:00,00:15:00,2,0,0,63,218.2,2.945189012189099,0,0,0,17.239012326974127,19.102287440941538,0,60.29195263748063,0,0,0,0,20.38783980298672,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.18711647065323,20,25,0,0
1,2015-01-01 00:00:00,00:16:00,2,0,0,63,218.2,2.9401796098936903,0,0,0,17.235766922844135,19.0196149331259,0,60.284891552018365,0,0,0,0,20.344113532168855,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.102287440941538,20,25,0,0
1,2015-01-01 00:00:00,00:17:00,2,0,0,63,218.2,2.9346702075982813,0,0,0,17.232468170646168,18.939019308148143,0,60.277817504597984,0,0,0,0,20.29906255941229,0,0,63,0,0,0,0,0,0,0,0,0,0,0,19.0196149331259,20,25,0,0
1,2015-01-01 00:00:00,00:18:00,2,0,0,63,218.2,2.9279108053028726,0,0,0,17.22911710720041,18.86042067185435,0,60.27073085347859,0,0,0,0,20.252802584879497,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.939019308148143,20,25,0,0
1,2015-01-01 00:00:00,00:19:00,2,0,0,63,218.2,2.921151403007464,0,0,0,17.22571510702918,18.783748574470366,0,60.26363194316174,0,0,0,0,20.205442655865035,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.86042067185435,20,25,0,0
1,2015-01-01 00:00:00,00:20:00,2,0,0,63,218.2,2.916392000712055,0,0,0,17.222264123283818,18.70894522524195,0,60.25652110601282,0,0,0,0,20.157085714321,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.783748574470366,20,25,0,0
1,2015-01-01 00:00:00,00:21:00,2,0,0,63,218.2,2.911382598416646,0,0,0,17.218765363917377,18.6359443439693,0,60.24939866443326,0,0,0,0,20.107829235100624,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.70894522524195,20,25,0,0
1,2015-01-01 00:00:00,00:22:00,2,0,0,63,218.2,2.9063731961212373,0,0,0,17.215220070110504,18.564683759438388,0,60.24226492940689,0,0,0,0,20.05776512315738,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.6359443439693,20,25,0,0
1,2015-01-01 00:00:00,00:23:00,2,0,0,63,218.2,2.9013637938258285,0,0,0,17.21162944062968,18.495103890853443,0,60.23512020120633,0,0,0,0,20.006980042758777,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.564683759438388,20,25,0,0
1,2015-01-01 00:00:00,00:24:00,2,0,0,63,218.2,2.89210439153042,0,0,0,17.207993301933342,18.42712695256998,0,60.22796476983884,0,0,0,0,19.95555568385043,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.495103890853443,20,25,0,0
1,2015-01-01 00:00:00,00:25:00,2,0,0,63,218.2,2.882844989235011,0,0,0,17.20431276075049,18.36069904865814,0,60.22079891192731,0,0,0,0,19.90356831203817,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.42712695256998,20,25,0,0
1,2015-01-01 00:00:00,00:26:00,2,0,0,63,218.2,2.8740855869396023,0,0,0,17.200589043676402,18.295770721969667,0,60.21362289480789,0,0,0,0,19.8510897656647,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.36069904865814,20,25,0,0
1,2015-01-01 00:00:00,00:27:00,2,0,0,63,218.2,2.8660761846441933,0,0,0,17.196823421664888,18.232295775142056,0,60.20643697729255,0,0,0,0,19.798187757375754,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.295770721969667,20,25,0,0
1,2015-01-01 00:00:00,00:28:00,2,0,0,63,218.2,2.8580667823487844,0,0,0,17.19301689881546,18.170226283879753,0,60.19924141022932,0,0,0,0,19.744926125326987,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.232295775142056,20,25,0,0
1,2015-01-01 00:00:00,00:29:00,2,0,0,63,218.2,2.850307380053376,0,0,0,17.18917052481919,18.109517536067397,0,60.19203643620766,0,0,0,0,19.69136490623014,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.170226283879753,20,25,0,0
1,2015-01-01 00:00:00,00:30:00,2,0,0,63,218.2,2.842297977757967,0,0,0,17.185285162045606,18.050124201392002,0,60.18482229011049,0,0,0,0,19.63756057391168,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.109517536067397,20,25,0,0
1,2015-01-01 00:00:00,00:31:00,2,0,0,63,218.2,2.834038575462558,0,0,0,17.18136164198077,17.992002793983747,0,60.17759919900956,0,0,0,0,19.583566139472236,0,0,63,0,0,0,0,0,0,0,0,0,0,0,18.050124201392002,20,25,0,0
1,2015-01-01 00:00:00,00:32:00,2,0,0,63,218.2,2.8257791731671493,0,0,0,17.177400844812276,17.935112779707268,0,60.170367382482986,0,0,0,0,19.52943133180256,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.992002793983747,20,25,0,0
1,2015-01-01 00:00:00,00:33:00,2,0,0,63,218.2,2.8175197708717405,0,0,0,17.173403623005417,17.879415232593246,0,60.16312705312251,0,0,0,0,19.47520280962245,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.935112779707268,20,25,0,0
1,2015-01-01 00:00:00,00:34:00,2,0,0,63,218.2,2.8125103685763317,0,0,0,17.169371820718183,17.824888598010485,0,60.15587841681042,0,0,0,0,19.42092432060785,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.879415232593246,20,25,0,0
1,2015-01-01 00:00:00,00:35:00,2,0,0,63,218.2,2.807500966280923,0,0,0,17.165306247701526,17.77149634568129,0,60.14862167569862,0,1,0,0,19.3666373912678,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.824888598010485,20,25,0,0
1,2015-01-01 00:00:00,00:36:00,2,0,0,63,218.2,2.801991563985514,0,0,0,17.1612075320414,17.719201121854077,0,60.141357025642044,0,1,0,0,19.3123808931186,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.77149634568129,20,25,0,0
1,2015-01-01 00:00:00,00:37:00,2,0,0,63,218.2,2.796482161690105,0,0,0,17.157076433120206,17.667969469234617,0,60.13408465605854,0,1,0,0,19.25819110498035,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.719201121854077,20,25,0,0
1,2015-01-01 00:00:00,00:38:00,2,0,0,63,218.2,2.7887227593946964,0,0,0,17.152912982413778,17.61775825209202,0,60.12680475059794,0,1,0,0,19.20410193369648,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.667969469234617,20,25,0,0
1,2015-01-01 00:00:00,00:39:00,2,0,0,63,218.2,2.7842133570992877,0,0,0,17.148718906094267,17.56855279439759,0,60.11951748548391,0,1,0,0,19.150144665614697,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.61775825209202,20,25,0,0
1,2015-01-01 00:00:00,00:40:00,2,0,0,63,218.2,2.772953954803879,0,0,0,17.14449278562388,17.52029015637204,0,60.11222303439401,0,1,0,0,19.096349023736565,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.56855279439759,20,25,0,0
1,2015-01-01 00:00:00,00:41:00,2,0,0,63,218.2,2.76169455250847,0,0,0,17.140235277114073,17.472942898303984,0,60.104921560186355,0,1,0,0,19.042741579268384,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.52029015637204,20,25,0,0
1,2015-01-01 00:00:00,00:42:00,2,0,0,63,218.2,2.750435150213061,0,0,0,17.135947017850803,17.42648426054981,0,60.09761322098718,0,1,0,0,18.989347066310412,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.472942898303984,20,25,0,0
1,2015-01-01 00:00:00,00:43:00,2,0,0,63,218.2,2.739175747917652,0,0,0,17.131628626763586,17.380888496728335,0,60.090298170308245,0,1,0,0,18.936188467475016,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.42648426054981,20,25,0,0
1,2015-01-01 00:00:00,00:44:00,2,0,0,63,218.2,2.7284163456222434,0,0,0,17.12728086177988,17.336133259544063,0,60.08297655722134,0,1,0,0,18.88328710792581,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.380888496728335,20,25,0,0
1,2015-01-01 00:00:00,00:45:00,2,0,0,63,218.2,2.7189069433268345,0,0,0,17.12290470027456,17.292200678458265,0,60.07564852694174,0,1,0,0,18.830662827368606,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.336133259544063,20,25,0,0
1,2015-01-01 00:00:00,00:46:00,2,0,0,63,218.2,2.7088975410314258,0,0,0,17.118500558497896,17.249065032897985,0,60.06831422159629,0,1,0,0,18.778334182847846,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.292200678458265,20,25,0,0
1,2015-01-01 00:00:00,00:47:00,2,0,0,63,218.2,2.710888138736017,0,0,0,17.114072751871664,17.206762477542355,0,60.06097377887823,0,1,0,0,18.72631822536656,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.249065032897985,20,25,0,0
1,2015-01-01 00:00:00,00:48:00,2,0,0,63,218.2,2.7126287364406085,0,0,0,17.1096217772752,17.165267979155487,0,60.05362734265514,0,1,0,0,18.674632655712674,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.206762477542355,20,25,0,0
1,2015-01-01 00:00:00,00:49:00,2,0,0,63,218.2,2.7143693341452,0,0,0,17.105148192845064,17.124559279907896,0,60.04627505247854,0,1,0,0,18.623293721135898,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.165267979155487,20,25,0,0
1,2015-01-01 00:00:00,00:50:00,2,0,0,63,218.2,2.715859931849791,0,0,0,17.10065246308964,17.084613691197752,0,60.03891704406039,0,1,0,0,18.57231635918937,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.124559279907896,20,25,0,0
1,2015-01-01 00:00:00,00:51:00,2,0,0,63,218.2,2.7176005295543826,0,0,0,17.096135193692472,17.04541178022609,0,60.0315534491999,0,1,0,0,18.52171422762503,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.084613691197752,20,25,0,0
1,2015-01-01 00:00:00,00:52:00,2,0,0,63,218.2,2.719591127258974,0,0,0,17.091596976867223,17.006934789926408,0,60.024184396342356,0,1,0,0,18.471499858665883,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.04541178022609,20,25,0,0
1,2015-01-01 00:00:00,00:53:00,2,0,0,63,218.2,2.721581724963565,0,0,0,17.087038313486186,16.969163419557223,0,60.016810010695544,0,1,0,0,18.421684720273383,0,0,63,0,0,0,0,0,0,0,0,0,0,0,17.006934789926408,20,25,0,0
1,2015-01-01 00:00:00,00:54:00,2,0,0,63,218.2,2.7238223226681564,0,0,0,17.082459769474077,16.932080278535146,0,60.009430414137064,0,1,0,0,18.372279233854467,0,0,63,0,0,0,0,0,0,0,0,0,0,0,16.969163419557223,20,25,0,0
1,2015-01-01 00:00:00,00:55:00,2,0,0,63,218.2,2.7260629203727476,0,0,0,17.077861820345507,16.89566736095711,0,60.00204572554239,0,1,0,0,18.32329287483,0,0,63,0,0,0,0,0,0,0,0,0,0,0,16.932080278535146,20,25,0,0
1,2015-01-01 00:00:00,00:56:00,2,0,0,63,218.2,2.728053518077339,0,0,0,17.07324485088544,16.85990608216746,0,59.99465606067989,0,1,0,0,18.274734183881943,0,0,63,0,0,0,0,0,0,0,0,0,0,0,16.89566736095711,20,25,0,0
1,2015-01-01 00:00:00,00:57:00,2,0,0,63,218.2,2.7297941157819303,0,0,0,17.068609233186674,16.82477850427812,0,59.98726153211214,0,1,0,0,18.226610779061723,0,0,63,0,0,0,0,0,0,0,0,0,0,0,16.85990608216746,20,25,0,0
1,2015-01-01 00:00:00,00:58:00,2,0,0,63,218.2,2.7327847134865215,0,0,0,17.063955797085672,16.79027459869768,0,59.979862249307374,0,1,0,0,18.178929409171126,0,0,63,0,0,0,0,0,0,0,0,0,0,0,16.82477850427812,20,25,0,0
1,2015-01-01 00:00:00,00:59:00,2,0,0,63,218.2,2.7350253111911127,0,0,0,17.059284738302914,16.756374889664123,0,59.97245831999584,0,1,0,0,18.131696252352302,0,0,63,0,0,0,0,0,0,0,0,0,0,0,16.79027459869768,20,25,0,0
1,2015-01-01 00:00:00,01:00:00,2,0,0,258,413.2,2.737265908895704,0,0,0,17.0545964744581,16.735819162156176,0,59.965049848550635,0,1,0,0,18.08491661416563,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.756374889664123,20,25,0,0
1,2015-01-01 00:00:00,01:01:00,2,0,0,258,413.2,2.739506506600295,0,0,0,17.04989986579544,16.715313460047728,0,59.95763912329011,0,1,0,0,18.03902894572993,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.735819162156176,20,25,0,0
1,2015-01-01 00:00:00,01:02:00,2,0,0,258,413.2,2.7412471043048865,0,0,0,17.04519479694833,16.695001307587948,0,59.95022615317641,0,1,0,0,17.99400460948224,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.715313460047728,20,25,0,0
1,2015-01-01 00:00:00,01:03:00,2,0,0,258,413.2,2.7444877020094776,0,0,0,17.040481874440324,16.67488912855284,0,59.94281097177431,0,1,0,0,17.949820823703522,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.695001307587948,20,25,0,0
1,2015-01-01 00:00:00,01:04:00,2,0,0,258,413.2,2.747228299714069,0,0,0,17.035761081800416,16.654974698842395,0,59.93539361374404,0,1,0,0,17.906455800058943,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.67488912855284,20,25,0,0
1,2015-01-01 00:00:00,01:05:00,2,0,0,258,413.2,2.73921889741866,0,0,0,17.031029189468367,16.635205883034715,0,59.92797411335863,0,1,0,0,17.863888415663823,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.654974698842395,20,25,0,0
1,2015-01-01 00:00:00,01:06:00,2,0,0,258,413.2,2.731209495123251,0,0,0,17.026286304780776,16.615584780072545,0,59.92055249594772,0,1,0,0,17.82209649278528,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.635205883034715,20,25,0,0
1,2015-01-01 00:00:00,01:07:00,2,0,0,258,413.2,2.723950092827842,0,0,0,17.021532771357915,16.596116331845703,0,59.91312878719643,0,1,0,0,17.781058679427705,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.615584780072545,20,25,0,0
1,2015-01-01 00:00:00,01:08:00,2,0,0,258,413.2,2.7164406905324334,0,0,0,17.01676862242992,16.576800271212065,0,59.90570301363265,0,1,0,0,17.740754517945323,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.596116331845703,20,25,0,0
1,2015-01-01 00:00:00,01:09:00,2,0,0,258,413.2,2.708681288237025,0,0,0,17.01199389101745,16.557636236123432,0,59.89827520173395,0,1,0,0,17.701164237444193,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.576800271212065,20,25,0,0
1,2015-01-01 00:00:00,01:10:00,2,0,0,258,413.2,2.700921885941616,0,0,0,17.00720868820146,16.538624940825652,0,59.890845377911276,0,1,0,0,17.662268727195187,0,0,258,0,0,0,0,0,0,0,0,0,0,0,16.557636236123432,20,25,0,0
1,2015-01-01 00:00:00,01:11:00,2,0,0,443,598.2,2.6931624836462076,0,0,0,17.002413125427836,16.531867687733182,0,59.88341356869349,0,1,0,0,17.624049550788058,0,0,443,0,0,0,0,0,0,0,0,0,0,0,16.538624940825652,20,25,0,0
1,2015-01-01 00:00:00,01:12:00,2,0,0,443,598.2,2.6819030813507987,0,0,0,16.99761423726994,16.524749467987135,0,59.8759818751139,0,1,0,0,17.586900507827007,0,0,443,0,0,0,0,0,0,0,0,0,0,0,16.531867687733182,20,25,0,0
1,2015-01-01 00:00:00,01:13:00,2,0,0,443,598.2,2.67064367905539,0,0,0,16.992811787750274,16.517423075894722,0,59.86855023527268,0,1,0,0,17.550772921437897,0,0,443,0,0,0,0,0,0,0,0,0,0,0,16.524749467987135,20,25,0,0
