Starting states,,,,,,
,,,,,,
,,,,,,
Weekday occupancy state distribution between 00:00 and 00:10,,,,,,
Number of residents in the house,1.0,2.0,3.0,4.0,5.0,6.0
Combined state,,,,,,
42,0.0,0.0,0.0,0.0315315315315315,0.0546875,0.0277777777777778
43,0.0,0.0,0.0,0.0135135135135135,0.0546875,0.0555555555555556
44,0.0,0.0,0.0,0.0045045045045045,0.0078125,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.3359375,0.194444444444444
51,0.0,0.0,0.0,0.0,0.109375,0.0277777777777778
52,0.0,0.0,0.0,0.0,0.03125,0.0277777777777778
53,0.0,0.0,0.0,0.0,0.0234375,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0277777777777778
55,0.0,0.0,0.0,0.0,0.015625,0.0277777777777778
56,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.333333333333333
61,0.0,0.0,0.0,0.0,0.0,0.0277777777777778
62,0.0,0.0,0.0,0.0,0.0,0.0555555555555556
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0277777777777778
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
