,Clearness Index Transition Probability Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.05,0.0,0.0,0.0,0.108571428571429,0.681904761904762,0.188571428571429,0.019047619047619,0.0019047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.06,0.0,0.0,0.0,0.00537634408602151,0.137096774193548,0.634408602150538,0.185483870967742,0.0241935483870968,0.010752688172043,0.00134408602150538,0.0,0.0,0.00134408602150538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.07,0.0,0.0,0.0,0.0,0.00510725229826353,0.154239019407559,0.601634320735444,0.19611848825332,0.0326864147088866,0.00919305413687436,0.0,0.00102145045965271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.08,0.0,0.0,0.0,0.0,0.00267379679144385,0.0151515151515152,0.177361853832442,0.535650623885918,0.212121212121212,0.0463458110516934,0.00802139037433155,0.0017825311942959,0.00089126559714795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.09,0.0,0.0,0.0,0.0,0.0,0.00212014134275618,0.023321554770318,0.177385159010601,0.542049469964664,0.198586572438163,0.0431095406360424,0.00706713780918728,0.00424028268551237,0.00141342756183746,0.000706713780918728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.1,0.0,0.0,0.0,0.0,0.0,0.000637755102040816,0.00637755102040816,0.0255102040816327,0.19515306122449,0.496811224489796,0.215561224489796,0.0395408163265306,0.014030612244898,0.00318877551020408,0.00127551020408163,0.00127551020408163,0.0,0.000637755102040816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.000578368999421631,0.00694042799305957,0.0283400809716599,0.19491035280509,0.467900520532099,0.215731636784268,0.0578368999421631,0.0179294389820706,0.00578368999421631,0.00231347599768652,0.0,0.000578368999421631,0.0,0.0,0.0,0.000578368999421631,0.0,0.0,0.000578368999421631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.000525210084033613,0.00210084033613445,0.00630252100840336,0.0414915966386555,0.195903361344538,0.451680672268908,0.218487394957983,0.0572478991596639,0.0173319327731092,0.00525210084033613,0.00157563025210084,0.00157563025210084,0.000525210084033613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465983224603914,0.000931966449207828,0.0111835973904939,0.0447343895619758,0.200372786579683,0.433830382106244,0.219478098788444,0.0535880708294501,0.0223671947809879,0.00419384902143523,0.0065237651444548,0.00139794967381174,0.000465983224603914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465983224603914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000409165302782324,0.000818330605564648,0.0106382978723404,0.0433715220949263,0.198854337152209,0.44721767594108,0.194762684124386,0.0695581014729951,0.0180032733224223,0.00941080196399345,0.00286415711947627,0.00122749590834697,0.00122749590834697,0.000409165302782324,0.000409165302782324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000409165302782324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000409165302782324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000391389432485323,0.00156555772994129,0.00430528375733855,0.013307240704501,0.0493150684931507,0.196086105675147,0.428180039138943,0.203131115459883,0.0700587084148728,0.0187866927592955,0.0050880626223092,0.0050880626223092,0.00195694716242661,0.0,0.000782778864970646,0.000391389432485323,0.000782778864970646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000391389432485323,0.0,0.0,0.0,0.0,0.0,0.0,0.000391389432485323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000711490572749911,0.00675916044112415,0.0131625755958734,0.0576307363927428,0.20241906794735,0.420490928495197,0.189967982924226,0.0608324439701174,0.0256136606189968,0.00853788687299893,0.00533617929562433,0.00284596229099964,0.000711490572749911,0.000355745286374956,0.000711490572749911,0.000355745286374956,0.0,0.0,0.0,0.0,0.000355745286374956,0.0,0.000355745286374956,0.000355745286374956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000355745286374956,0.0,0.0,0.000355745286374956,0.0,0.0,0.000355745286374956,0.0,0.0,0.0,0.000355745286374956,0.000355745286374956,0.000355745286374956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000355745286374956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000366300366300366,0.0,0.0010989010989011,0.00402930402930403,0.0183150183150183,0.0545787545787546,0.212087912087912,0.396703296703297,0.207692307692308,0.0586080586080586,0.0230769230769231,0.0113553113553114,0.00659340659340659,0.00146520146520147,0.00146520146520147,0.000366300366300366,0.000366300366300366,0.000366300366300366,0.000366300366300366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000366300366300366,0.000366300366300366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000366300366300366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109449106165633,0.00218898212331266,0.00364830353885443,0.0240788033564393,0.0580080262677855,0.198832542867567,0.374315943086465,0.19773805180591,0.0860999635169646,0.0229843122947829,0.0153228748631886,0.00510762495439621,0.00328347318496899,0.00182415176942722,0.000729660707770887,0.00109449106165633,0.0,0.000364830353885443,0.000729660707770887,0.0,0.000364830353885443,0.0,0.0,0.0,0.000364830353885443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000364830353885443,0.0,0.000364830353885443,0.0,0.0,0.0,0.0,0.000364830353885443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000364830353885443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000364830353885443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000352609308885755,0.00141043723554302,0.00282087447108604,0.00669957686882934,0.0282087447108604,0.0652327221438646,0.195698166431594,0.367066290550071,0.201339915373766,0.0754583921015515,0.0232722143864598,0.0141043723554302,0.00493653032440056,0.00141043723554302,0.00317348377997179,0.00176304654442877,0.00105782792665726,0.00105782792665726,0.0,0.000352609308885755,0.000352609308885755,0.0,0.0,0.000352609308885755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000352609308885755,0.000352609308885755,0.0,0.000352609308885755,0.0,0.0,0.0,0.0,0.0,0.000352609308885755,0.0,0.0,0.000352609308885755,0.0,0.0,0.0,0.000352609308885755,0.0,0.0,0.0,0.0,0.0,0.0,0.000352609308885755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000352609308885755,0.0,0.0,0.000352609308885755,0.0,0.0,0.000352609308885755,0.0,0.000352609308885755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000661594442606682,0.00264637777042673,0.00760833608997684,0.027125372146874,0.0658286470393649,0.197816738339398,0.358914985114125,0.199801521667218,0.0724445914654317,0.030102547138604,0.0165398610651671,0.00793913331128018,0.00165398610651671,0.00198478332782005,0.00231558054912339,0.000330797221303341,0.0,0.0,0.000330797221303341,0.0,0.0,0.000661594442606682,0.0,0.0,0.000330797221303341,0.0,0.0,0.0,0.0,0.000330797221303341,0.000330797221303341,0.0,0.0,0.000330797221303341,0.0,0.0,0.0,0.0,0.000330797221303341,0.0,0.0,0.0,0.000330797221303341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000330797221303341,0.000330797221303341,0.0,0.0,0.0,0.000330797221303341,0.0,0.0,0.000330797221303341,0.000330797221303341,0.0,0.0,0.0,0.0,0.000992391663910023,0.0,0.0,0.000330797221303341,0.0,0.000330797221303341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000326690623979092,0.000653381247958184,0.000980071871937275,0.0039202874877491,0.01078079059131,0.0241751061744528,0.0718719372754002,0.204835021234891,0.352825873897419,0.187520418163999,0.0741587716432538,0.0271153217902646,0.0150277687030382,0.00653381247958184,0.00228683436785364,0.00294021561581183,0.00261352499183273,0.00130676249591637,0.000326690623979092,0.000326690623979092,0.000653381247958184,0.000653381247958184,0.000326690623979092,0.000326690623979092,0.0,0.000326690623979092,0.0,0.0,0.0,0.000653381247958184,0.0,0.000326690623979092,0.000326690623979092,0.000326690623979092,0.000326690623979092,0.000326690623979092,0.0,0.0,0.0,0.000326690623979092,0.0,0.0,0.0,0.0,0.0,0.0,0.000326690623979092,0.000653381247958184,0.000326690623979092,0.000326690623979092,0.0,0.0,0.0,0.000653381247958184,0.0,0.0,0.000326690623979092,0.000326690623979092,0.0,0.0,0.0,0.0,0.0,0.0,0.000326690623979092,0.0,0.000326690623979092,0.000326690623979092,0.0,0.0,0.0,0.0,0.0,0.0,0.000326690623979092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000326690623979092,0.0,0.0,0.0,0.0,0
,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000347101700798334,0.0,0.000347101700798334,0.0,0.001041305102395,0.00208261020479,0.00416522040958001,0.01041305102395,0.0288094411662617,0.0642138146476918,0.208261020479,0.313432835820896,0.193335647344672,0.0850399166955918,0.0364456785838251,0.0183963901423117,0.0128427629295384,0.00381811870878167,0.00312391530718501,0.00138840680319334,0.001041305102395,0.000347101700798334,0.000694203401596668,0.00138840680319334,0.000347101700798334,0.000347101700798334,0.000347101700798334,0.0,0.000694203401596668,0.0,0.000347101700798334,0.0,0.000347101700798334,0.000347101700798334,0.000694203401596668,0.001041305102395,0.000347101700798334,0.000694203401596668,0.0,0.0,0.000347101700798334,0.0,0.0,0.000347101700798334,0.0,0.000347101700798334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000347101700798334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000347101700798334,0.0,0.0,0.0,0.0,0.000347101700798334,0.0,0.000347101700798334,0.0,0.0,0.000347101700798334,0.0,0.0,0.0,0.000694203401596668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033167495854063,0.0,0.00033167495854063,0.00033167495854063,0.00033167495854063,0.00265339966832504,0.00265339966832504,0.00928689883913764,0.0378109452736318,0.0766169154228856,0.194029850746269,0.318739635157546,0.190049751243781,0.0835820895522388,0.0311774461028192,0.0172470978441128,0.00630182421227197,0.00530679933665008,0.00464344941956882,0.00066334991708126,0.00132669983416252,0.00165837479270315,0.00132669983416252,0.00066334991708126,0.00033167495854063,0.00033167495854063,0.0,0.00132669983416252,0.00099502487562189,0.00066334991708126,0.00033167495854063,0.0,0.00066334991708126,0.0,0.00033167495854063,0.00033167495854063,0.00033167495854063,0.0,0.00066334991708126,0.00033167495854063,0.0,0.00033167495854063,0.00066334991708126,0.0,0.00033167495854063,0.00066334991708126,0.0,0.00033167495854063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033167495854063,0.0,0.0,0.00066334991708126,0.0,0.00033167495854063,0.0,0.00099502487562189,0.0,0.0,0.0,0.00033167495854063,0.0,0.0,0.0,0.00033167495854063,0.0,0.0,0.00033167495854063,0.0,0.0,0.00033167495854063,0.0,0.0,0.00033167495854063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324149108589951,0.000972447325769854,0.000648298217179903,0.00226904376012966,0.00810372771474878,0.013614262560778,0.0327390599675851,0.0758508914100486,0.189951377633712,0.315072933549433,0.182495948136143,0.0752025931928687,0.0437601296596434,0.0217179902755267,0.00745542949756888,0.00486223662884927,0.00291734197730956,0.00324149108589951,0.000324149108589951,0.00194489465153971,0.00129659643435981,0.00129659643435981,0.000648298217179903,0.0,0.000972447325769854,0.000324149108589951,0.0,0.000324149108589951,0.000324149108589951,0.000648298217179903,0.000324149108589951,0.000324149108589951,0.000648298217179903,0.000972447325769854,0.0,0.000324149108589951,0.0,0.000324149108589951,0.0,0.000324149108589951,0.000324149108589951,0.000972447325769854,0.000324149108589951,0.0,0.000648298217179903,0.000324149108589951,0.0,0.000324149108589951,0.000324149108589951,0.000324149108589951,0.000324149108589951,0.0,0.000324149108589951,0.0,0.000324149108589951,0.000324149108589951,0.0,0.0,0.0,0.0,0.0,0.0,0.000648298217179903,0.000324149108589951,0.000324149108589951,0.0,0.0,0.0,0.0,0.0,0.000324149108589951,0.0,0.000324149108589951,0.0,0.0,0.0,0.0,0.0,0.0,0.000324149108589951,0.0,0.000324149108589951,0.0,0.0,0.0,0.0,0
