Simulation results - aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Occupancy (normalised),Activity (normalised),Total electricity demand,Total PV output,Total net electricity demand,Thermal demand for space heating,Thermal demand for hot water,Passive solar gains,Average internal building node temperature,Hot water demand (litres),Average hot water temperature in hot water tank,Space heating timer state (normalised),Space heating thermostat state (normalised),Hot water timer state (normalised),Hot water thermostat state (normalised),Fuel flow rate (gas),Solar thermal collector gains,Self-consumption,Average hot water demand,Average gas demand,Space cooling timer state (normalised),Space cooling thermostat state (normalised),Average heating thermostat set point,Average cooling thermostat set point,Electricity used in heating or cooling
,,,,Pe,Ppv,Pnet,φspace,φwater,φs,θi,,θcyl,,,,,mfuel,,Pself,,,,,,,
,,,,kW,kW,kW,kW,kW,W,°C,ltr.min-1,°C,,,,,m3/h,kW,kW,ltr.min-1,m3/h,,,°C,°C,kW
,0,0.8,0.2,0.439,0,0.439,0,0,0,19.311839821481602,0,60.9005293087537,0,1,0,0,0,0,0,0,0,0,0.2,,,
,0.0006944444444444445,0.8,0.2,0.439,0,0.439,0,0,0,19.23158700619955,0,60.89339981912731,0,1,0,0,0,0,0,0,0,0,0.2,,,
,0.001388888888888889,0.8,0.2,0.46,0,0.46,0,0,0,19.154211480209757,3,60.64046939830977,0,1,0,0,0,0,0,0.6,0,0,0.2,,,
,0.0020833333333333333,0.8,0.2,0.727,0,0.727,0,0,0,19.085914430712677,0,60.633357468380964,0,1,0,0,0,0,0,0,0,0,0.2,,,
,0.002777777777777778,0.8,0.2,0.727,0,0.727,0,0,0,19.020598201587084,0,60.6262350495745,0,1,0,0,0,0,0,0,0,0,0.2,,,
,0.003472222222222222,0.8,0.2,0.567,0,0.567,0,0,0,18.95387575199914,0,60.61910265468627,0,1,0,0,0,0,0,0,0,0,0.2,,,
,0.004166666666666667,0.8,0.2,0.532,0,0.532,0,0,0,18.889683594345712,0,60.61196004436009,0,0.6,0,0,0,0,0,0,0,0,0.2,,,
,0.004861111111111111,0.8,0.2,0.532,0,0.532,0,0,0,18.828188522353603,0,60.60480765411152,0,0.4,0,0,0,0,0,0,0,0,0.2,,,
,0.005555555555555556,0.8,0.2,0.532,0,0.532,0,0,0,18.769205857211414,0,60.59764594797465,0,0.4,0,0,0,0,0,0,0,0,0.2,,,
,0.00625,0.8,0.2,0.632,0,0.632,0,0,0,18.713234709741815,0,60.5904753582448,0,0.4,0,0,0,0,0,0,0,0,0.2,,,
,0.006944444444444444,0.8,0.13333333333333333,0.301,0,0.301,0,0,0,18.6548000711974,0,60.58329640270506,0,0.4,0,0,0,0,0,0,0,0,0.2,,,
,0.007638888888888889,0.8,0.13333333333333333,0.301,0,0.301,0,0,0,18.598639671998654,0,60.576108660476805,0,0.4,0,0,0,0,0,0,0,0,0.2,,,
,0.008333333333333333,0.8,0.13333333333333333,0.341,0,0.341,0,0,0,18.545507249740233,0,60.56891252293592,0,0.2,0,0,0,0,0,0,0,0,0.2,,,
,0.009027777777777777,0.8,0.13333333333333333,0.341,0,0.341,0,0,0,18.49425473695675,0,60.561708510603374,0,0.2,0,0,0,0,0,0,0,0,0.2,,,
,0.009722222222222222,0.8,0.13333333333333333,0.341,0,0.341,0,0,0,18.444775495322766,0,60.554496947099324,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.010416666666666666,0.8,0.13333333333333333,0.416,0,0.416,0,0,0,18.398786223872072,0,60.547278137707586,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.011111111111111112,0.8,0.13333333333333333,0.416,0,0.416,0,0,0,18.354271614007995,0,60.54005268195093,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.011805555555555555,0.8,0.13333333333333333,0.416,0,0.416,0,0,0,18.31116175122154,0,60.53282083376784,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.0125,0.8,0.13333333333333333,0.416,0,0.416,0,0,0,18.269369916899812,0,60.525582835067986,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.013194444444444444,0.8,0.13333333333333333,0.416,0,0.416,0,0,0,18.228815696993944,0,60.51833891285344,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.013888888888888888,0.8,0.13333333333333333,0.416,0,0.416,0,0,0,18.18942425476125,0,60.51108928030216,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.014583333333333334,0.8,0.13333333333333333,0.476,0,0.476,0,0,0,18.152483258329227,0,60.503834137726344,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.015277777777777777,0.8,0.13333333333333333,0.476,0,0.476,0,0,0,18.116486095149448,0,60.49657390614702,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.01597222222222222,0.8,0.13333333333333333,0.516,0,0.516,0,0,0,18.08230349079152,0,60.48930874823657,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.016666666666666666,0.8,0.13333333333333333,0.376,0,0.376,0,0,0,18.045687958595373,0,60.48203897590672,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.017361111111111112,0.8,0.13333333333333333,0.475,0,0.475,0,0,0,18.012267629270518,0,60.474764172875176,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.018055555555555554,0.8,0.13333333333333333,0.4,0,0.4,0,0,0,17.977767023637547,0,60.46748488775343,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.01875,0.8,0.13333333333333333,0.52,0,0.52,0,0,0,17.946909230306495,0,60.46020093611956,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.019444444444444445,0.8,0.13333333333333333,0.52,0,0.52,0,0,0,17.91666102770489,0,60.452912943255726,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.02013888888888889,0.8,0.13333333333333333,0.52,0,0.52,0,0,0,17.887020436929316,0,60.445621014355915,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.020833333333333332,0.8,0.13333333333333333,0.52,0,0.52,0,0,0,17.85796674303186,0,60.43832525425692,0,0,0,0,0,0,0,0,0,0,0.2,,,
,0.021527777777777778,0.8,0.13333333333333333,0.709,0,0.709,0,0,0,17.83432456758046,0,60.43102576422642,0,0,0,0,0,0,0,0,0,0,0.2,,,
