Irradiances,Clear Sky,Clear Sky,Clear Sky,Total,Clearness,Net,PV,Solar,Sun,Sun,Vector,,vCumulativeRadiationArray,,,
401,0,0,0,0,0.91,0,0,88.88319682970686,-14.278008810670988,70.45326367984686,0.01949065816998386,,0,0,,2.7645116706225665
402,0,0,0,0,0.93,0,0,88.66118118586215,-14.137887426905017,70.26501385671088,0.023364670045890924,,0,0,,2.7588994588402382
403,0,0,0,0,0.93,0,0,88.43927042725987,-13.99793110941401,70.07674935512404,0.027236501190846182,,0,0,,2.75328724705791
404,0,0,0,0,0.93,0,0,88.21746548094245,-13.858141383170755,69.88846797608959,0.031106077890765995,,0,0,,2.7476750352755817
405,0,0,0,0,0.94,0,0,87.99576728173909,-13.718519773695975,69.70016753222238,0.03497332647448822,,0,0,,2.741812823493253
406,0,0,0,0,0.85,0,0,87.77417677236609,-13.579067807100833,69.51184584769527,0.03883817331517372,,0,0,,2.7382006117109245
407,0,0,0,0,0.63,0,0,87.55269490352804,-13.439787010128937,69.32350075818657,0.0427005448317101,,0,0,,2.740088399928596
408,0,0,0,0,0.64,0,0,87.33132263402014,-13.300678910197638,69.13513011082938,0.04656036749011118,,0,0,,2.741726188146268
409,0,0,0,0,0.67,0,0,87.11006093083193,-13.161745035438829,68.94673176416225,0.05041756780491668,,0,0,,2.7426139763639394
410,0,0,0,0,0.78,0,0,86.88891076925162,-13.022986914739008,68.75830358808093,0.0542720723405936,,0,0,,2.740751764581611
411,0,0,0,0,0.77,0,0,86.66787313297212,-12.884406077778909,68.56984346379207,0.05812380771293173,,0,0,,2.7391395527992826
412,0,0,0,0,0.77,0,0,86.44694901419795,-12.746004055072364,68.38134928376807,0.06197270059044096,,0,0,,2.7375273410169543
413,0,0,0,0,1,0,0,86.22613941375332,-12.607782378004693,68.19281895170319,0.06581867769574953,,0,0,,2.730165129234626
414,0,0,0,0,1,0,0,86.00544534119157,-12.469742578870413,68.00425038247143,0.0696616658069971,,0,0,,2.722802917452298
415,0,0,0,0,1,0,0,85.78486781490574,-12.331886190910383,67.8156415020856,0.07350159175922935,,0,0,,2.7154407056699696
416,0,0,0,0,1,0,0,85.5644078622404,-12.194214748348324,67.62699024765784,0.07733838244579153,,0,0,,2.7080784938876414
417,0,0,0,0,1,0,0,85.34406651960475,-12.056729786426807,67.43829456736155,0.08117196481971926,,0,0,,2.7007162821053132
418,0,0,0,0,1,0,0,85.12384483258697,-11.919432841442509,67.24955242039472,0.08500226589513066,,0,0,,2.693354070322985
419,0,0,0,0,1,0,0,84.90374385606997,-11.782325450781052,67.06076177694472,0.08882921274861404,,0,0,,2.685991858540657
420,0,0,0,0,1,0,0,84.68376465434834,-11.645409152951053,66.87192061815438,0.09265273252061793,,0,0,,2.6786296467583286
421,0,0,0,0,1,0,0,84.46390830124668,-11.508685487617727,66.68302693608946,0.09647275241683768,,0,0,,2.6712674349760004
422,0,0,0,0,1,0,0,84.24417588023934,-11.3721559956358,66.49407873370778,0.1002891997096001,,0,0,,2.663905223193672
423,0,0,0,0,1,0,0,84.02456848457145,-11.23582221908183,66.30507402482924,0.10410200173925088,,0,0,,2.656543011411344
424,0,0,0,0,1,0,0,83.80508721738141,-11.099685701286006,66.1160108341077,0.10791108591553451,,0,0,,2.6491807996290158
425,0,0,0,0,1,0,0,83.58573319182477,-10.963747986863204,65.9268871970039,0.11171637971897969,,0,0,,2.6418185878466875
426,0,0,0,0,0.97,0,0,83.36650753119952,-10.82801062174358,65.73770115975998,0.11551781070227772,,0,0,,2.635206376064359
427,0,0,0,0,0.63,0,0,83.14741136907298,-10.692475153202512,65.54845077937532,0.11931530649166172,,0,0,,2.6370941642820305
428,0,0,0,0,0.76,0,0,82.92844584940993,-10.55714312988986,65.35913412358352,0.12310879478828635,,0,0,,2.635731952499702
429,0,0,0,0,0.76,0,0,82.70961212670244,-10.422016101858778,65.16974927083113,0.1268982033696024,,0,0,,2.6343697407173736
430,0,0,0,0,0.76,0,0,82.49091136610113,-10.287095620593766,64.98029431025748,0.1306834600907326,,0,0,,2.633007528935045
431,0,0,0,0,0.85,0,0,82.27234474354795,-10.152383239038196,64.79076734167583,0.13446449288584553,,0,0,,2.6293953171527167
432,0,0,0,0,0.85,0,0,82.05391344591061,-10.017880511621245,64.6011664755561,0.13824122976952682,,0,0,,2.625783105370388
433,0,0,0,0,0.87,0,0,81.8356186711185,-9.883588994284144,64.4114898330087,0.14201359883815073,,0,0,,2.62167089358806
434,0,0,0,0,0.79,0,0,81.61746162830022,-9.74951024450591,64.22173554576992,0.14578152827124766,,0,0,,2.6195586818057315
435,0,0,0,0,0.79,0,0,81.39944353792289,-9.615645821328377,64.03190175618849,0.14954494633287235,,0,0,,2.617446470023403
436,0,0,0,0,0.79,0,0,81.18156563193284,-9.481997285380686,63.841986617213585,0.15330378137296993,,0,0,,2.6153342582410746
437,0,0,0,0,0.77,0,0,80.96382915389813,-9.348566198903095,63.65198829238408,0.15705796182873963,,0,0,,2.6137220464587463
438,0,0,0,0,0.84,0,0,80.74623535915288,-9.21535412577025,63.46190495581921,0.16080741622599673,,0,0,,2.610359834676418
439,0,0,0,0,0.83,0,0,80.528785514943,-9.082362631513755,63.27173479221049,0.16455207318053444,,0,0,,2.6072476228940897
440,0,0,0,0,1,0,0,80.31148090057388,-8.949593283344168,63.08147599681497,0.16829186139948238,,0,0,,2.5998854111117615
441,0,0,0,0,1,0,0,80.0943228075599,-8.817047650172373,62.891126775449926,0.17202670968266354,,0,0,,2.5925231993294333
442,0,0,0,0,1,0,0,79.87731253977552,-8.684727302630339,62.70068534448863,0.1757565469239499,,0,0,,2.585160987547105
443,0,0,0,0,1,0,0,79.66045141360817,-8.552633813091182,62.51014993085757,0.17948130211261767,,0,0,,2.577798775764777
444,0,0,0,0,0.97,0,0,79.44374075811335,-8.420768755688732,62.31951877203505,0.18320090433469627,,0,0,,2.5711865639824483
445,0,0,0,0,0.99,0,0,79.22718191517096,-8.289133706336305,62.12879011605093,0.18691528277432137,,0,0,,2.56407435220012
446,0,0,0,0,0.9,0,0,79.01077623964409,-8.157730242744977,61.93796222148767,0.19062436671508157,,0,0,,2.5592121404177917
447,0,0,0,0,0.94,0,0,78.79452509953934,-8.02655994444115,61.7470333574828,0.1943280855413655,,0,0,,2.553349928635463
448,0,0,0,0,0.95,0,0,78.57842987616922,-7.895624392783532,61.55600180373257,0.19802636873970533,,0,0,,2.5472377168531346
449,0,0,0,0,0.95,0,0,78.36249196431646,-7.764925170979394,61.364865850496926,0.20171914590012,,0,0,,2.541125505070806
450,0,0,0,0,0.94,0,0,78.14671277240032,-7.634463864100298,61.173623798605696,0.20540634671745522,,0,0,,2.5352632932884775
451,0,0,0,0,0.92,0,0,77.93109372264477,-7.504242059097063,60.98227395946612,0.20908790099272245,,0,0,,2.529901081506149
452,0,0,0,0,0.67,0,0,77.71563625124891,-7.374261344814175,60.79081465507161,0.21276373863443515,,0,0,,2.5307888697238208
453,0,0,0,0,0.65,0,0,77.50034180855926,-7.244523312003511,60.59924421801174,0.21643378965994325,,0,0,,2.532176657941492
454,0,0,0,0,0.7,0,0,77.28521185924411,-7.115029553337372,60.40756099148363,0.22009798419676538,,0,0,,2.532314446159164
455,0,0,0,0,0.69,0,0,77.07024788247013,-6.985781663420912,60.21576332930434,0.22375625248391978,,0,0,,2.5327022343768353
456,0,0,0,0,0.61,0,0,76.85545137208092,-6.856781238803925,60.02384959592481,0.227408524873251,,0,0,,2.535090022594507
457,0,0,0,0,0.47,0,0,76.64082383677786,-6.728029877991881,59.831818166444705,0.23105473183075775,,0,0,,2.5409778108121786
458,0,0,0,0,0.48,0,0,76.4263668003029,-6.59952918145638,59.63966742662879,0.23469480393791584,,0,0,,2.5466155990298502
459,0,0,0,0,0.49,0,0,76.21208180162394,-6.471280751644929,59.44739577292448,0.23832867189299814,,0,0,,2.5520033872475216
460,0,0,0,0,0.48,0,0,75.99797039512188,-6.343286192989952,59.255001612480264,0.24195626651239827,,0,0,,2.5576411754651933
461,0,0,0,0,0.41,0,0,75.78403415078054,-6.215547111917287,59.06248336316602,0.24557751873194264,,0,0,,2.565028963682865
462,0,0,0,0,0.46,0,0,75.57027465437822,-6.088065116853839,58.869839453593755,0.24919235960820982,,0,0,,2.5711667519005363
463,0,0,0,0,0.39,0,0,75.3566935076822,-5.9608418182346945,58.677068323140325,0.2528007203198393,,0,0,,2.579054540118208
464,0,0,0,0,0.66,0,0,75.1432923286449,-5.833878828509424,58.48416842197062,0.25640253216884556,,0,0,,2.5801923283358796
465,0,0,0,0,0.69,0,0,74.93007275160306,-5.7071777621478095,58.291138211062666,0.25999772658192183,,0,0,,2.580580116553551
466,0,0,0,0,0.82,0,0,74.71703642747867,-5.580740235644774,58.09797616223319,0.26358623511174956,,0,0,,2.5777179047712226
467,0,0,0,0,0.83,0,0,74.50418502398284,-5.454567867524723,57.90468075816501,0.26716798943829867,,0,0,,2.5746056929888943
468,0,0,0,0,0.82,0,0,74.29152022582163,-5.328662278345078,57.71125049243515,0.27074292137013,,0,0,,2.571743481206566
469,0,0,0,0,0.82,0,0,74.07904373490476,-5.2030250906992075,57.51768386954437,0.2743109628456924,,0,0,,2.5688812694242373
470,0,0,0,0,0.78,0,0,73.8667572705564,-5.077657929218549,57.32397940494769,0.27787204593461995,,0,0,,2.5670190576419087
471,0,0,0,0,0.78,0,0,73.65466256972891,-4.95256242057414,57.13013562508629,0.2814261028390233,,0,0,,2.56515684585958
472,0,0,0,0,0.78,0,0,73.44276138721857,-4.827740193477316,56.93615106742024,0.2849730658947825,,0,0,,2.5632946340772516
473,0,0,0,0,0.79,0,0,73.23105549588445,-4.703192878679782,56.742024280462715,0.2885128675728335,,0,0,,2.561182422294923
474,0,0,0,0,0.79,0,0,73.01954668686933,-4.578922108972902,56.54775382381504,0.29204544048045517,,0,0,,2.5590702105125946
475,0,0,0,0,0.77,0,0,72.8082367698237,-4.454929519186303,56.35333826820316,0.2955707173625507,,0,0,,2.5574579987302664
476,0,0,0,0,0.77,0,0,72.59712757313193,-4.331216746185707,56.15877619551478,0.2990886311029308,,0,0,,2.555845786947938
477,0,0,0,0,0.77,0,0,72.38622094414161,-4.207785428870094,55.96406619883824,0.3025991147255881,,0,0,,2.55423357516561
478,0,0,0,0,0.85,0,0,72.1755187493951,-4.084637208168044,55.76920688250186,0.30610210139597505,,0,0,,2.5506213633832813
479,0,0,0,0,0.9,0,0,71.96502287486412,-3.961773727033433,55.57419686211482,0.3095975244222746,,0,0,,2.545759151600953
480,0,0,0,0,0.88,0,0,71.7547352261869,-3.83919663044028,55.37903476460889,0.31308531725667116,,0,0,,2.5413969398186245
481,0,0,0,0,0.72,0,0,71.54465772890819,-3.716907565376933,55.183719228281305,0.3165654134966167,,0,0,,2.541034728036296
482,0,0,0,0,0.72,0,0,71.33479232872205,-3.594908180839465,54.98824890283882,0.32003774688609504,,0,0,,2.5406725162539674
483,0,0,0,0,0.82,0,0,71.12514099171734,-3.4732001278242866,54.79262244944253,0.323502251316884,,0,0,,2.537810304471639
484,0,0,0,0,0.84,0,0,70.91570570462628,-3.351785059320065,54.59683854075409,0.32695886082981274,,0,0,,2.5344480926893107
485,0,0,0,0,0.84,0,0,70.70648847507549,-3.2306646302987874,54.400895860982644,0.3304075096160194,,0,0,,2.5310858809069825
486,0,0,0,0,0.84,0,0,70.49749133184045,-3.1098404977061476,54.20479310593311,0.3338481320182016,,0,0,,2.5277236691246543
487,0,0,0,0,0.83,0,0,70.28871632510233,-2.989314320451104,54.00852898305517,0.3372806625318684,,0,0,,2.524611457342326
488,0,0,0,0,0.84,0,0,70.08016552670803,-2.869087759394613,53.81210221149346,0.3407050358065873,,0,0,,2.5212492455599977
489,0,0,0,0,0.85,0,0,69.87184103043334,-2.749162477337745,53.61551152213875,0.34412118664722674,,0,0,,2.5176370337776692
490,0,0,0,0,0.86,0,0,69.6637449522486,-2.629540139008817,53.41875565768006,0.3475290500151988,,0,0,,2.513774821995341
491,0,0,0,0,0.87,0,0,69.4558794305878,-2.5102224110498415,53.22183337265766,0.35092856102969794,,0,0,,2.5096626102130126
492,0,0,0,0,0.86,0,0,69.24824662662053,-2.3912109620021944,53.02474343351732,0.3543196549689342,,0,0,,2.5058003984306843
493,0,0,0,0,0.86,0,0,69.0408487245269,-2.272507462291405,52.827484618665196,0.3577022672713674,,0,0,,2.501938186648356
494,0,0,0,0,0.87,0,0,68.8336879317757,-2.154113584211238,52.63005571852388,0.361076333536935,,0,0,,2.4978259748660276
495,0,0,0,0,0.86,0,0,68.62676647940552,-2.036031001906881,52.43245553558924,0.3644417895282791,,0,0,,2.4939637630836993
496,0,0,0,0,0.85,0,0,68.42008662230893,-1.9182613913573638,52.23468288448831,0.3677985711719689,,0,0,,2.4903515513013708
497,0,0,0,0,0.82,0,0,68.21365063951998,-1.8008064303571951,52.036736592037954,0.3711466145597205,,0,0,,2.4874893395190423
498,0,0,0,0,0.84,0,0,68.00746083450464,-1.6836677984970891,51.83861549730456,0.3744858559496139,,0,0,,2.484127127736714
499,0,0,0,0,0.84,0,0,67.80151953545446,-1.5668471771439603,51.64031845166452,0.3778162317673065,,0,0,,2.480764915954386
500,0,0,0,0,0.83,0,0,67.59582909558353,-1.4503462494200396,51.44184431886561,0.381137678607243,,0,0,,2.4776527041720575
501,0,0,0,0,0.83,0,0,67.39039189342824,-1.3341667001811552,51.24319197508918,0.38445013323386396,,0,0,,2.474540492389729
502,0,0,0,0,0.83,0,0,67.18521033315093,-1.2183102159942185,51.044360309013356,0.3877535325828075,,0,0,,2.471428280607401
503,0,0,0,0,0.83,0,0,66.980286844846,-1.1027784851138196,50.84534822187682,0.3910478137621121,,0,0,,2.4683160688250725
504,0,0,0,0,0.94,0,0,66.77562388484975,-0.9875731974580189,50.64615462754363,0.39433291405341286,,0,0,,2.462453857042744
505,0,0,0,0,0.93,0,0,66.57122393605337,-0.8726960445832779,50.44677845256874,0.3976087709131352,,0,0,,2.4568416452604156
506,0,0,0,0,0.93,0,0,66.367089508219,-0.7581487196585175,50.247218636264265,0.4008753219736867,,0,0,,2.4512294334780873
507,0,0,0,0,0.92,0,0,66.16322313829927,-0.6439329174383565,50.0474741307666,0.40413250504464393,,0,0,,2.445867221695759
508,0,0,0,0,0.92,0,0,65.95962739076002,-0.5300503342354592,49.84754390110433,0.40738025811393624,,0,0,,2.4405050099134304
509,0,0,0,0,0.91,0,0,65.75630485790633,-0.416502667892043,49.647426925266714,0.41061851934902677,,0,0,,2.435392798131102
510,0,0,0,0,0.91,0,0,65.55325816021177,-0.303291617750496,49.4471221942731,0.41384722709808935,,0,0,,2.4302805863487733
511,0,0,0,0,0.81,0,0,65.35048994665107,-0.19041888462314396,49.24662871224288,0.41706631989118265,,0,0,,2.4276683745664447
512,0,0,0,0,0.8,0,0,65.14800289503587,-0.07788617076114143,49.04594549646629,0.42027573644141997,,0,0,,2.4253061627841164
513,5.332081358561406e-99,6.154609238439179e-100,1.648292882233331e-101,5.964025211227657e-99,0.8,4.771220168982126e-99,4.771220168982126e-99,64.9457997123541,0.034304820177542036,48.845071577475736,0.42347541564613667,,1413,6.0310237707979665e-102,4.2682404605788864e-105,2.422943951001788
514,1.1531589119943507e-21,1.3210941192422724e-22,3.661515126106267e-24,1.2889298390446842e-21,1,1.2889298390446842e-21,1.2889298390446842e-21,64.7438831351123,0.14615238316097412,48.64400599911794,0.42666529658805286,,2826,6.894212052670762e-24,2.4395654821906447e-27,2.3921419572569986
515,2.1353558248668753e-11,2.4282308522759973e-12,6.956208705174264e-14,2.3851351187996493e-11,1,2.3851351187996493e-11,2.3851351187996493e-11,64.54225592968145,0.25765481181703354,48.44274781862659,0.42984531853643343,,4239,2.2339436507115092e-13,5.2699779445895473e-17,2.392141957257
516,2.440964984126302e-07,2.75543459215414e-08,8.149411626676946e-10,2.724657854968393e-07,1,2.724657854968393e-07,2.724657854968393e-07,64.34092089264608,0.36881039846806435,48.241296106695714,0.43301542094824436,,5652,3.6287951196964225e-09,6.420373530956162e-13,2.3921419572745197
517,3.649293601642311e-05,4.089586653053415e-06,1.2473811458300916e-07,4.070726078405954e-05,1,4.070726078405954e-05,4.070726078405954e-05,64.1398808511566,0.4796174341663988,48.03964994755363,0.4361755434693052,,7065,7.039781803747837e-07,9.964305454703237e-11,2.3921419599762124
518,0.0008284550186487062,9.21752484050621e-05,2.8965225054437194e-06,0.0009235267895592121,1,0.0009235267895592121,0.0009235267895592121,63.939138663284886,0.5900742087308268,47.83780843903739,0.439325625935439,,8478,2.012440273008279e-05,2.373720539051992e-09,2.392142022034757
519,0.007000887322701844,0.0007734023511363359,2.5014775040675784e-05,0.007799304448878856,1,0.007799304448878856,0.007799304448878856,63.73869721838329,0.7001790107838878,47.63577069266809,0.44246560837361565,,9891,0.00021347664544086296,2.1582918354146493e-08,2.3921425462450645
520,0.033042639535861326,0.003624648719341888,0.00012055782190843638,0.03678784607711165,1,0.03678784607711165,0.03678784607711165,63.538559437446715,0.8099301277901433,47.43353583372635,0.44559543100309607,,11304,0.0012616773841352498,1.1161335669986285e-07,2.3921450031349476
521,0.10749486460980694,0.011709787560646754,0.0004001738865410515,0.11960482605699474,1,0.11960482605699474,0.11960482605699474,63.338728273478125,0.919325846095304,47.23110300132863,0.4487150342365689,,12717,0.005105340346401327,4.014579182512642e-07,2.392152912861748
522,0.2717564330171887,0.029399646779507908,0.0010314881343424524,0.30218756793103907,1,0.30218756793103907,0.30218756793103907,63.13920671185713,1.0283644509662864,47.028471348503864,0.45182435868128545,,14130,0.01590005825863711,1.1252695158271132e-06,2.392172665352396
523,0.5745432551132051,0.06173286410893355,0.0022219366451773402,0.638498055867316,1,0.638498055867316,0.638498055867316,62.93999777071188,1.1370442266321634,46.8256400422708,0.4549233451401901,,15543,0.040961769677402685,2.635383753291043e-06,2.3922138756859317
524,1.0651537039448484,0.11367563977686397,0.004194339911530396,1.1830236836332428,1,1.1830236836332428,1.1830236836332428,62.74110450129411,1.2453634563260416,46.622608263715584,0.4580119346130477,,16956,0.09150637102777284,5.396695625605853e-06,2.392289230636194
525,1.7879277293072313,0.18953792079760498,0.007164352646241924,1.9846300027510781,1,1.9846300027510781,1.9846300027510781,62.54252998835736,1.353320422327865,46.41937520806994,0.46109006829756705,,18369,0.18308661845072766,9.967152183065364e-06,2.3924139563254636
526,2.778806921093872,0.292633973267034,0.01132422498887782,3.082765119349784,1,3.082765119349784,3.082765119349784,62.34427735053838,1.4609134060081101,46.21594008478979,0.4641576875905196,,19782,0.33571932544542743,1.6970949623163858e-05,2.392605086785241
527,4.063888420455389,0.42516466641782324,0.016833547140413636,4.505886634013626,0.62,2.793649713088448,2.793649713088448,62.1463497407416,1.5681406878724142,46.01230211763424,0.46721473408885617,,21195,0.48329850935118274,2.2802477440489866e-05,2.3927642265379916
528,5.659447966763741,0.5882567105908459,0.023815763142631514,6.271520440497219,0.64,4.01377308191822,4.01377308191822,61.94875034652672,1.6750005476071415,45.808460544744975,0.47026114959081783,,22608,0.7084347460125644,3.13355779375692e-05,2.392997090985498
529,7.572862147970137,0.7820928818532932,0.03235870970875705,8.387313739532187,0.53,4.44527628195206,4.44527628195206,61.751482390499305,1.781491264125864,45.60441461872602,0.473296876097045,,24021,0.9720638589051891,4.046725194226673e-05,2.393246290232904
530,9.803971938648683,1.0060822110247574,0.04251758627438763,10.852571735947828,0.56,6.0774401721307845,6.0774401721307845,61.55454913070449,1.8876111156167419,45.4001636067239,0.4763218558116806,,25434,1.3517291588333835,5.314654237765918e-05,2.3935923023258145
531,12.34657446113299,1.259036510439221,0.05431914446824705,13.659930116040458,0.49,6.693365756859825,6.693365756859825,61.357953861023546,1.993358379590912,45.19570679050807,0.47933603114347134,,26847,1.7907424043162647,6.670176944598148e-05,2.393962218332683
532,15.189854641958208,1.5393339536755462,0.06776627624137883,16.796954871875133,0.51,8.566446984656318,8.566446984656318,61.161699911573415,2.0987313329317208,44.99104346655165,0.4823393447068636,,28260,2.3789196187188617,8.417974588531004e-05,2.3944391843930815
533,18.319659046806283,1.8450605057259952,0.08284249662682724,20.247562049159104,0.67,13.565866572936601,13.565866572936601,60.965790649109174,2.203728251944957,44.78617294611249,0.4853317393230968,,29673,3.351402171061243,0.00011294450076032903,2.3952241615246552
534,21.719573258960068,2.174126357673142,0.09951604476800312,23.993215661401212,0.63,15.115725866682764,15.115725866682764,60.77022947742924,2.3083474124099683,44.581094555314465,0.4883131580212906,,31086,4.480039620842221,0.00014411759701609151,2.396074861201654
535,25.371799295450845,2.5243581399153814,0.117743477740496,28.013900913106724,0.73,20.450147666567908,20.450147666567908,60.5750198377835,2.4125870896317654,44.37580763522903,0.49128354403953056,,32499,6.067028677272122,0.00018668354956374416,2.397236466766476
536,29.257848326217374,2.89356949256557,0.13747272493511223,32.288890543718054,0.69,22.279334475165456,22.279334475165456,60.38016520928392,2.5164455584940275,44.17031154195696,0.49424284082594866,,33912,7.8604253537802915,0.0002317889052188102,2.3984673714918796
537,33.35907237939746,3.279613262444963,0.15864562410509514,36.79733126594752,0.85,31.27773157605539,31.27773157605539,60.185669109318056,2.619921093513072,43.96460564671026,0.49719099203979994,,35325,10.46732230770893,0.00029631485655226975,2.400228255476808
538,37.6570610183824,3.680418654547969,0.18119998746123936,41.51867966039161,0.83,34.46050411812504,34.46050411812504,59.99153509396495,2.723011968892751,43.758689335894324,0.5001279415525347,,36738,13.43629916856525,0.0003657330058404173,2.402122645328004
539,42.13392794736363,4.094016399971723,0.20507125732649695,46.433015604661854,0.78,36.21775217163625,36.21775217163625,59.797766758413694,2.825716458580296,43.552562011190105,0.503053633448868,,38151,16.656938865602406,0.0004366055638280099,2.404056725333835
540,46.77250987101385,4.518554597928953,0.230193812520124,51.52125828146293,0.79,40.701794042355715,40.701794042355715,59.604367737384344,2.928032836323117,43.34622308963654,0.5059680120278434,,39564,20.387369471713765,0.0005153010178878213,2.406204288630104
541,51.55649671890054,4.952307452078493,0.2565019831494782,56.76530615412851,0.79,44.84459186176152,44.84459186176152,59.41134170555118,3.0299593757265253,43.139672003712974,0.5088710218038932,,40977,24.618091590210305,0.0006007782802599093,2.4085369244034025
542,56.470509109017044,5.393678706268976,0.2839308255290666,62.148118640815085,0.79,49.09701372624392,49.09701372624392,59.21869237796828,3.1314943503124257,42.93290820142162,0.5117626075078967,,42390,29.38013121529987,0.0006930910878815727,2.4110560991104086
543,61.500135950628405,5.841201217145907,0.31241670212029304,67.6537538698946,0.75,50.74031540242095,50.74031540242095,59.02642351049726,3.232636033578926,42.72593114637018,0.5146427140882298,,43803,34.434131396638655,0.0007861135400917439,2.4135946396968024
544,66.6319424931853,6.293533789114185,0.3418977045944641,73.26737398689396,0.96,70.3366790274182,70.3366790274182,58.8345389002371,3.333382699060927,42.51874031785434,0.517511286711815,,45216,41.62119358440881,0.0009204970272560334,2.417261904192657
545,71.85345694205004,6.749456139981722,0.3723139518351762,78.97522703386694,0.81,63.96993389743223,63.96993389743223,58.64304238595592,3.4337326203916168,42.31133521094033,0.5203682707651641,,46629,48.32012791830209,0.0010362677286302965,2.420421234194943
546,77.1531419621315,7.20786265799281,0.4036077891223966,84.76461240924671,0.8,67.81168992739737,67.81168992739737,58.45193784852464,3.533684071364962,42.10371533654742,0.5232136118554193,,48042,55.591130483854144,0.001157136057696477,2.423719676147977
547,82.5203559343235,7.667755445992292,0.43572390993596205,90.62383529025176,0.81,73.40530658510393,73.40530658510393,58.26122921135246,3.633235325999107,41.895880221530305,0.5260472558113876,,49455,63.643082051084896,0.0012868887281586268,2.427260567753554
548,87.94530766692527,8.128237019053696,0.46860941775513126,96.5421541037341,0.86,83.02625252921133,83.02625252921133,58.070920440823826,3.7323846586007274,41.687829408761466,0.5288691486845727,,50868,72.95243407606682,0.0014341518061662896,2.431279310449727
549,93.41900734571394,8.58850292148986,0.5022138418463341,102.50972410905013,1,102.50972410905013,102.50972410905013,57.88101554673713,3.8311303438303432,41.47956245721333,0.531679236750202,,52281,84.69238199622117,0.0016199457163447748,2.4363495421033416
550,98.93321578728786,9.047834452009226,0.536489118240285,108.51753935753737,1,108.51753935753737,108.51753935753737,57.69151858274458,3.9294706567685447,41.27107894204034,0.5344774665082496,,53694,97.3771824006005,0.001813557984143489,2.441633133195096
551,104.48039350192238,9.50559162705483,0.5713895448167438,114.55737467379396,1,114.55737467379396,114.55737467379396,57.50243364679344,4.027403872983221,41.06237845466078,0.537263784684454,,55107,111.03533910117503,0.0020149044422881853,2.4471277868381986
552,110.0536506418396,9.961206468091289,0.6068717175596303,120.62172882749051,1,120.62172882749051,120.62172882749051,57.313764881568346,4.124928268597655,40.8534606028384,0.540038138231334,,56520,125.69414390618614,0.0022238878964293374,2.4528308506428753
553,115.64669858168395,10.414176665581795,0.6428944535450097,126.70376970081075,1,126.70376970081075,126.70376970081075,57.125516474934564,4.222042120359613,40.64432501076388,0.5428004743291966,,57933,141.37969718819002,0.0024404000688414205,2.4587393697590407
554,121.25380362828994,10.864059648057228,0.6794187050165584,132.79728198136374,1,132.79728198136374,132.79728198136374,56.93769266038191,4.31874370571138,40.43497131913581,0.5455507403871449,,59346,158.11693149604196,0.00266432331574229,2.4648501337411663
555,126.86974316909303,11.310467067003406,0.7164074679344314,138.89661770403086,1,138.89661770403086,138.89661770403086,56.750297717469586,4.4150313028606885,40.22539918524165,0.5482888840440775,,60759,175.92963750369398,0.0028955321434469623,2.471159717923432
556,132.4897644288819,11.753059695694215,0.7538256876092297,144.99664981218535,1,144.99664981218535,144.99664981218535,56.56333597227113,4.510903190852627,40.015608283038155,0.5510148531696858,,62172,194.84049170243034,0.0031338945458153243,2.4776645199180654
557,138.10954590202272,12.191542731341894,0.7916401634159209,151.09272879678053,1,151.09272879678053,151.09272879678053,56.37681179781981,4.606357649642454,39.805598303231434,0.5537285958654473,,63585,214.87108534046914,0.003379273182990786,2.4843607917825885
558,143.72516145322172,12.625661484067809,0.8298194540928951,157.1806423913824,1,157.1806423913824,157.1806423913824,56.19072961455409,4.701392960169369,39.59536895335679,0.5564300604656128,,64998,236.04195419687608,0.0036315264192263775,2.4912446683416203
559,149.33304702756232,13.055197432477808,0.8683337847437652,163.2565782447839,1,163.2565782447839,163.2565782447839,56.00509389076282,4.796007404431192,39.38491995785791,0.5591191955381906,,66411,258.372608847401,0.003890509235629655,2.498312192095272
560,154.92996987473666,13.479964623494295,0.9071549563541631,169.3170894545851,1,169.3170894545851,169.3170894545851,55.81990914303036,4.89019926555997,39.17425105816578,0.5617959498859247,,67824,281.88156513987406,0.004156074031904253,2.5055593350983107
561,160.51300016900615,13.899806393118507,0.946256258396069,175.35906282052073,1,175.35906282052073,175.35906282052073,55.63517993668079,4.983966827898557,38.96336201277696,0.564460272547271,,69237,306.5863746476869,0.00442807132960248,2.512982018151606
562,166.07948489231055,14.31459238464417,0.9856123849049816,181.3796896618597,0.97,175.93829897200388,175.93829897200388,55.450910886221614,5.077308377078031,38.75225259733148,0.5671121127973668,,70650,331.72613650498624,0.004695345173460527,2.5202758002890864
563,171.62702384072554,14.724215841272965,1.0251993542701232,187.37643903626864,0.99,185.50267464590596,185.50267464590596,55.26710665578638,5.170222200096105,38.54092260469004,0.569751420148996,,72063,358.60014627513567,0.004976203409171637,2.5279402943272005
564,177.15344761222053,15.128591150902505,1.064994432865872,193.3470331959889,1,193.3470331959889,193.3470331959889,55.08377195957591,5.262706585396406,38.32937184501073,0.5723781443535516,,73476,386.9886334765462,0.005266871270571972,2.535872488607114
565,182.65679743502824,15.527651621935258,1.1049760625673173,199.28942511953082,1,199.28942511953082,199.28942511953082,54.900911562298255,5.354759822948689,38.11760014582517,0.5749922354019905,,74889,416.63413616727945,0.005563355581824827,2.543963411168948
